"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5"
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-24",,,,,"4.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-25",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-26",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-27",,,,,"0.5",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-28",,,,,"5.1",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-29",,,,,"6.4",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-09-30",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-01",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-02",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-03",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-04",,,,,"1.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-05",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-06",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-07",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-08",,,,,"0.5",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-09",,,,,"2.8",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-10",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-11",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-12",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-13",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-14",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-15",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-16",,,,,"4.8",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-18",,"    2","12.4",,,,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-19",,,,,"15.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-20",,,,,"2.8",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-21",,,,,"6.9",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-22",,,,,"7.1",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-23",,,,,"1.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-24",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-25",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-26",,,,,"2.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-27",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-28",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-29",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-30",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-10-31",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-01",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-02",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-03",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-04",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-05",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-06",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-07",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-08",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-09",,,,,"2.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-10",,,,,"3.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-11",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-12",,,,,"2.8",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-13",,,,,"1.8",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-14",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-15",,,,,"3.6",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-16",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-17",,,,,"1.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-18",,,,,"2.5",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-19",,,,,"15.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-20",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-21",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-22",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-23",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-24",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-25",,,,,"1.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-26",,,,,"5.8",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-27",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-28",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-29",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-11-30",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-01",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-02",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-03",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-04",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-05",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-06",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-07",,,,,"8.9",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-08",,,,,"1.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-09",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-10",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-11",,,,,"2.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-12",,,,,"21.1",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-13",,,,,"2.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-14",,,,,"1.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-15",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-16",,,,,"0.5",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-17",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-18",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-19",,,,,"10.2",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-20",,,,,"42.2",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-22",,"    2","78.0",,,,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-23",,,,,"2.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-24",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-26",,"    2","0.5",,,,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-27",,,,,"0.3",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-28",,,,,"0.0",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-29",,,,,"0.5",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-30",,,,,"0.5",,,,,,,,,,
"US1WAKP0056","WINSLOW 3.8 N, WA US","47.683351","-122.533128","68.6","2019-12-31",,,,,"0.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-01",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-02",,,,,"8.6",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-03",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-04",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-05",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-06",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-07",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-08",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-09",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-10",,,,,"2.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-11",,,,,"10.9",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-22",,,,,"9.7",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-23",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-08-24",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-20",,,,,"0.8",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-21",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-22",,,,,"0.8",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-23",,,,,"10.9",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-24",,,,,"4.1",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-26",,"    2","1.3",,,,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-27",,,,,"0.8",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-28",,,,,"20.8",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-09-30",,"    2","1.3",,,,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-23",,,,,"0.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-24",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-25",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-26",,,,,"9.9",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-27",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-28",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-29",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-30",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-10-31",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-01",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-02",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-03",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-04",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-05",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-06",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-07",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-08",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-11",,"    3","6.4",,,,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-13",,,,,"0.8",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-14",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-15",,,,,"3.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-16",,,,,"11.9",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-17",,,,,"2.5",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-18",,,,,"1.5",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-19",,,,,"11.4",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-20",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-21",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-22",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-23",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-11-27",,"    4","15.5",,,,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-01",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-02",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-03",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-04",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-07",,"    3","7.1",,,,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-08",,,,,"1.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-09",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-10",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-11",,,,,"3.6",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-12",,,,,"11.7",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-15",,,,,"6.1",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-16",,,,,"0.5",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-17",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-18",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-20",,"    2","42.9",,,,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-24",,,,,"0.5",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-25",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-26",,,,,"0.0","0.0",,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-27",,,,,"0.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-28",,,,,"0.0",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-29",,,,,"0.3",,,,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","47.808963","-122.346579","121.3","2019-12-31",,,,,"0.5",,,,,,,,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-01",,,,,"0.0","0.0","0.0",,"-1.1","-2.2","-1.7",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-02",,,,,"0.0","0.0","0.0",,"1.1","-1.7","0.0",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-03",,,,,"18.8","0.0","0.0",,"4.4","0.0","4.4",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-04",,,,,"30.5","0.0","0.0",,"8.3","4.4","4.4",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-05",,,,,"0.5","0.0","0.0",,"7.2","1.7","6.7",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-06",,,,,"2.5","0.0","0.0",,"7.2","1.7","5.6",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-07",,,,,"16.3","71.0","76.0",,"5.6","0.0","0.0",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-08",,,,,"1.5","0.0","76.0",,"2.8","-1.7","2.2",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-09",,,,,"4.3","0.0","0.0",,"5.6","-0.6","5.6",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-10",,,,,"19.1","0.0","0.0",,"6.7","3.3","4.4",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-11",,,,,"0.3","0.0","0.0",,"8.3","3.3","7.8",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-12",,,,,"0.0","0.0","0.0",,"9.4","6.7","6.7",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-13",,,,,"0.0","0.0","0.0",,"8.3","5.6","6.7",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-14",,,,,"0.0","0.0","0.0",,"10.0","5.6","5.6",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-15",,,,,"0.0","0.0","0.0",,"8.3","1.7","3.3",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-16",,,,,"0.0","0.0","0.0",,"8.9","3.3","3.9",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-17",,,,,"0.3","0.0","0.0",,"6.1","3.3","4.4",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-18",,,,,"14.7","0.0","0.0",,"7.2","2.8","3.3",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-19",,,,,"23.1","0.0","0.0",,"6.7","2.8","6.7",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-20",,,,,"4.6","0.0","0.0",,"6.7","1.1","1.1",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-21",,,,,"0.8","0.0","0.0",,"2.8","0.0","0.0",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-22",,,,,"2.3","0.0","0.0",,"2.2","-1.1","0.6",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-23",,,,,"60.5","0.0","0.0",,"7.8","0.6","6.1",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-24",,,,,"20.3","0.0","0.0",,"6.7","3.9","3.9",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-25",,,,,"0.3","0.0","0.0",,"4.4","2.2","2.2",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-26",,,,,"0.0","0.0","0.0",,"3.9","0.0","0.0",,,,
"USC00451233","CEDAR LAKE, WA US","47.4144","-121.7561","475.5","2019-01-27",,,,,"0.0","0.0","0.0",,"4.4","0.0","1.7",,,,
